0	0.0232403	0.028503567
0.01	0.0279601	0.0285118
0.02	0.0288543	0.0320429
0.03	0.0288946	0.0302897
0.04	0.0288796	0.031644
0.05	0.026046	0.0290291
0.06	0.0328881	0.0309413
0.07	0.0326286	0.0331708
0.08	0.0321092	0.0299295
0.09	0.0405953	0.0343168
0.1	0.0365373	0.0448296
0.11	0.0358698	0.0373632
0.12	0.0446806	0.0485679
0.13	0.0444482	0.0384767
0.14	0.0394853	0.0510203
0.15	0.0425845	0.0438121
0.16	0.0442514	0.0552269
0.17	0.0561065	0.0525225
0.18	0.0584269	0.0598413
0.19	0.0574282	0.062407
0.2	0.0603708	0.0556246
0.21	0.0723071	0.0667428
0.22	0.0895792	0.0721441
0.23	0.0704361	0.0860949
0.24	0.11952	0.100004
0.25	0.13992	0.125891
0.26	0.228435	0.247089
0.27	0.366091	0.361174
0.28	0.441966	0.445112
0.29	0.496856	0.49694
0.3	0.550435	0.550175
0.31	0.592306	0.590736
0.32	0.634182	0.635078
0.33	0.67138	0.672422
0.34	0.70216	0.701166
0.35	0.731582	0.731158
0.36	0.759294	0.759478
0.37	0.780563	0.780167
0.38	0.798512	0.798507
0.39	0.816414	0.816339
0.4	0.83391	0.833762
0.41	0.846383	0.846439
0.42	0.856792	0.85698
0.43	0.866361	0.866399
0.44	0.874901	0.875006
0.45	0.88537	0.885342
0.46	0.893987	0.894055
0.47	0.901448	0.901439
0.48	0.9086	0.908628
0.49	0.914514	0.914536
0.5	0.919715	0.919726
0.51	0.924304	0.924328
0.52	0.928775	0.928773
0.53	0.93277	0.93277
0.54	0.936279	0.936279
0.55	0.93942	0.93942
0.56	0.942275	0.942275
0.57	0.944892	0.944892
0.58	0.947303	0.947303
0.59	0.949536	0.949536
0.6	0.95161	0.95161
0.61	0.953543	0.953543
0.62	0.95535	0.95535
0.63	0.957042	0.957042
0.64	0.958631	0.958631
0.65	0.960126	0.960126
0.66	0.961534	0.961534
0.67	0.962863	0.962863
0.68	0.96412	0.96412
0.69	0.965309	0.965309
0.7	0.966437	0.966437
0.71	0.967507	0.967507
0.72	0.968523	0.968523
0.73	0.96949	0.96949
0.74	0.970411	0.970411
0.75	0.971289	0.971289
0.76	0.972126	0.972126
0.77	0.972925	0.972925
0.78	0.973689	0.973689
0.79	0.97442	0.97442
0.8	0.97512	0.97512
0.81	0.97579	0.97579
0.82	0.976432	0.976432
0.83	0.977048	0.977048
0.84	0.97764	0.97764
0.85	0.978208	0.978208
0.86	0.978754	0.978754
0.87	0.979279	0.979279
0.88	0.979784	0.979784
0.89	0.980271	0.980271
0.9	0.98074	0.98074
0.91	0.981191	0.981191
0.92	0.981627	0.981627
0.93	0.982047	0.982047
0.94	0.982453	0.982453
0.95	0.982844	0.982844
0.96	0.983223	0.983223
0.97	0.983589	0.983589
0.98	0.983942	0.983942
0.99	0.984284	0.984284
1	0.984633333	0.984615
1.01	0.984982666	0.984946
1.02	0.985331999	0.985277
1.03	0.985681332	0.985608
1.04	0.986030665	0.985939
1.05	0.986379998	0.98627
1.06	0.986729331	0.986601
1.07	0.987078664	0.986932
1.08	0.987427997	0.987263
1.09	0.98777733	0.987594
1.1	0.988126663	0.987925
1.11	0.988475996	0.988256
1.12	0.988825329	0.988587
1.13	0.989174662	0.988918
1.14	0.989523995	0.989249
1.15	0.989873328	0.98958
1.16	0.990222661	0.989911
1.17	0.990571994	0.990242
1.18	0.990921327	0.990573
1.19	0.990921327	0.990573
1.2	0.990921327	0.990573
1.21	0.990921327	0.990573
1.22	0.990921327	0.990573
1.23	0.990921327	0.990573
1.24	0.990921327	0.990573
1.25	0.990921327	0.990573
1.26	0.990921327	0.990573
1.27	0.990921327	0.990573
1.28	0.990921327	0.990573
1.29	0.990921327	0.990573
1.3	0.990921327	0.990573
1.31	0.990921327	0.990573
1.32	0.990921327	0.990573
1.33	0.990921327	0.990573
1.34	0.990921327	0.990573
1.35	0.990921327	0.990573
1.36	0.990921327	0.990573
1.37	0.990921327	0.990573
1.38	0.990921327	0.990573
1.39	0.990921327	0.990573
1.4	0.990921327	0.990573
1.41	0.990921327	0.990573
1.42	0.990921327	0.990573
1.43	0.990921327	0.990573
1.44	0.990921327	0.990573
1.45	0.990921327	0.990573
1.46	0.990921327	0.990573
1.47	0.990921327	0.990573
1.48	0.990921327	0.990573
1.49	0.990921327	0.990573
1.5	0.990921327	0.990573
1.51	0.990921327	0.990573
1.52	0.990921327	0.990573
1.53	0.990921327	0.990573
1.54	0.990921327	0.990573
1.55	0.990921327	0.990573
1.56	0.990921327	0.990573
1.57	0.990921327	0.990573
1.58	0.990921327	0.990573
1.59	0.990921327	0.990573
1.6	0.990921327	0.990573
1.61	0.990921327	0.990573
1.62	0.990921327	0.990573
1.63	0.990921327	0.990573
1.64	0.990921327	0.990573
1.65	0.990921327	0.990573
1.66	0.990921327	0.990573
1.67	0.990921327	0.990573
1.68	0.990921327	0.990573
1.69	0.990921327	0.990573
1.7	0.990921327	0.990573
1.71	0.990921327	0.990573
1.72	0.990921327	0.990573
1.73	0.990921327	0.990573
1.74	0.990921327	0.990573
1.75	0.990921327	0.990573
1.76	0.990921327	0.990573
1.77	0.990921327	0.990573
1.78	0.990921327	0.990573
1.79	0.990921327	0.990573
1.8	0.990921327	0.990573
1.81	0.990921327	0.990573
1.82	0.990921327	0.990573
1.83	0.990921327	0.990573
1.84	0.990921327	0.990573
1.85	0.990921327	0.990573
1.86	0.990921327	0.990573
1.87	0.990921327	0.990573
1.88	0.990921327	0.990573
1.89	0.990921327	0.990573
1.9	0.990921327	0.990573
1.91	0.990921327	0.990573
1.92	0.990921327	0.990573
1.93	0.990921327	0.990573
1.94	0.990921327	0.990573
1.95	0.990921327	0.990573
1.96	0.990921327	0.990573
1.97	0.990921327	0.990573
1.98	0.990921327	0.990573
1.99	0.990921327	0.990573
2	0.990921327	0.990573
2.01	0.990921327	0.990573
2.02	0.990921327	0.990573
2.03	0.990921327	0.990573
2.04	0.990921327	0.990573
